artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,pos
Epica,Façade of Reality - Live At Paradiso,Live At Paradiso,Album,2022-09-02,Hunab K'u - Live At Paradiso (01:58)/Dance Of Fate - Live At Paradiso (05:47)/Sensorium - Live At Paradiso (04:58)/The Last Crusade - Live At Paradiso (04:26)/Solitary Ground - Live At Paradiso (04:52)/Force Of The Shore - Live At Paradiso (04:24)/Quietus - Live At Paradiso (04:39)/Linger - Live At Paradiso (04:17)/Blank Infinity - Live At Paradiso (04:02)/Crystal Mountain - Live At Paradiso (04:55)/Seif al Din - Live At Paradiso (05:40)/Façade of Reality - Live At Paradiso (08:49)/Trois Vierges - Live At Paradiso (05:12)/Another Me (In Lack'ech) - Live At Paradiso (04:47)/The Phantom Agony - Live At Paradiso (10:53)/Cry For The Moon - Live At Paradiso (07:58)/Run For A Fall - Live At Paradiso (07:08)/Mother Of Light - Live At Paradiso (07:10)/Consign To Oblivion - Live At Paradiso (11:35,https://i.scdn.co/image/ab67616d00001e02f23ed5067e41c01040a8dc26,Symphonic Metal/Gothic Metal/Power Metal/Metal/Folk Metal/Gothic Rock,Epica,442.0
King Crimson,Peace - An End,In The Wake Of Poseidon,Album,1970-05-15,Peace - A Beginning (00:50)/Pictures Of A City (08:01)/Cadence and Cascade (04:37)/In The Wake Of Poseidon (07:56)/Peace - A Theme (01:15)/Cat Food (04:53)/The Devils Triangle (11:37)/Peace - An End (01:56)/Cat Food (single version) (02:47)/Groon (single B-side) (03:35)/Cadence And Cascade (Greg Lake guide vocal) (04:33,https://i.scdn.co/image/ab67616d00001e02df0ca9c1749f68f803f9f42b,Progressive Rock/Art Rock/Symphonic Rock/Psychedelic Rock,King Crimson,184.0
Jean-Michel Jarre,"Oxygène, Pt. 4",Oxygène,Album,1976-12-05,"Oxygène, Pt. 1 (07:39)/Oxygène, Pt. 2 (07:46)/Oxygène, Pt. 3 (03:16)/Oxygène, Pt. 4 (04:06)/Oxygène, Pt. 5 (10:16)/Oxygène, Pt. 6 (06:35",https://i.scdn.co/image/ab67616d00001e029ebeeac476ae13d7fd59cc1a,New Age/Electronic/Space Music,"Jarre, Jean-Michel",69.0
King Gizzard & The Lizard Wizard,Cold Cadaver,Paper Mâché Dream Balloon (Original + Instrumental),Album,2015-11-13,Sense (03:30)/Bone (02:16)/Dirt (02:50)/Paper Mache Dream Balloon (02:39)/Trapdoor (02:38)/Cold Cadaver (02:43)/The Bitter Boogie (04:29)/N.G.R.I. (Bloodstain) (02:25)/Time=Fate (02:26)/Time=$$$ (02:04)/Most of What I Like (03:17)/Paper Mache (02:29,https://i.scdn.co/image/ab67616d00001e02fffd050181c2a5a18f3834bb,Psychedelic Rock/Neo-psychedelic/Acid Rock,King Gizzard & The Lizard Wizard,91.0
Alphataurus,Peccato d'orgoglio,Alphataurus,Album,1973,Peccato d'orgoglio (12:21)/Dopo l'uragano (05:05)/Croma (03:16)/La mente vola (09:12)/Ombra muta (09:43,https://i.scdn.co/image/ab67616d00001e02769acb8bbf6bcd61b89a7627,Progressive Rock/Symphonic Rock/Art Rock/Krautrock,Alphataurus,0.0
Frank Zappa,God Bless America - Live At The Whisky A Go Go/1968,Uncle Meat,Album,1969-04-21,"Uncle Meat: Main Title Theme (01:56)/The Voice Of Cheese (00:26)/Nine Types Of Industrial Pollution (06:00)/Zolar Czakl (00:54)/Dog Breath, In The Year Of The Plague (03:59)/The Legend Of The Golden Arches (03:27)/Louie Louie - Live At The Royal Albert Hall, London/1967 (02:19)/The Dog Breath Variations (01:48)/Sleeping In A Jar (00:50)/Our Bizarre Relationship (01:05)/The Uncle Meat Variations (04:46)/Electric Aunt Jemima (01:46)/Prelude To King Kong (03:38)/God Bless America - Live At The Whisky A Go Go/1968 (01:10)/A Pound For A Brown On The Bus (01:29)/Ian Underwood Whips It Out - Live At The Falkoner Theater, Copenhagen/1967 (05:05)/Mr. Green Genes (03:13)/We Can Shoot You (02:03)/If We'd All Been Living In California (01:13)/The Air (02:57)/Project X (04:49)/Cruisin' For Burgers (02:21)/Uncle Meat Film Excerpt Part I (37:35)/Tengo Na Minchia Tanta (03:46)/Uncle Meat Film Excerpt Part II (03:51)/King Kong Itself (as played by the Mothers in a studio) (00:51)/King Kong (Its Magnificence As Interpreted By Dom DeWild) (01:19)/King Kong (As Motorhead Explains It) (01:44)/King Kong (The Gardner Varieties) (06:20)/King Kong (As Played By 3 Deranged Good Humor Trucks) (00:31)/King Kong (Live On A Flat Bed Diesel In The Middle Of A Race Track At A Miami Pop Festival...The Underwood Remifications) (07:28",https://i.scdn.co/image/ab67616d00001e02aafe320f53908021da2349ba,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,"Zappa, Frank",464.0
Umphrey's McGee,No Diablo,Similar Skin,Album,2014-06-10,The Linear (03:48)/Cut the Cable (03:53)/Hourglass (03:23)/No Diablo (04:13)/Similar Skin (06:05)/Puppet String (06:29)/Little Gift (03:14)/Educated Guess (05:48)/Loose Ends (05:01)/Hindsight (03:24)/Bridgeless (09:00)/Morning Song - Bonus Track (07:23)/Room to Breathe - Bonus Track (05:52,https://i.scdn.co/image/ab67616d00001e024cbb3a962078b2befe5f87ee,Jam Band/Newgrass,Umphrey's McGee,59.0
Premiata Forneria Marconi,Se le Brescion - Live Version,Live in Roma,Album,2015-01-15,La luna nuova - Live Version (07:51)/Il banchetto - Live Version (05:01)/Harlequin - Live Version (07:40)/La terra dell'acqua - Live Version (08:28)/Intro Bach - Live Version (01:30)/Bourèe - Live Version (04:22)/My God - Live Version (08:58)/Out of the Roundabout - Live Version (09:47)/Maestro della voce - Live Version (08:32)/Cyber Alpha 3.1 - Live Version (05:03)/Impressioni di Settembre - Live Version (05:29)/La carrozza di Hans - Live Version (06:56)/E' festa - Live Version (03:57)/Se le Brescion - Live Version (02:27)/La tentazione - Live Version (02:00,https://i.scdn.co/image/ab67616d00001e02f860b94f210d1185a35bea2f,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Premiata Forneria Marconi,492.0
Cheikha Rimitti,Saida,European Tour 2000,Album,2001-11-18,Introduction (02:38)/Nouar (09:13)/Nakhla (07:26)/Ouled Djazair (04:35)/Hak Hak (04:29)/Khalini N'rani Kima (05:23)/Saida (06:47)/S' Hab El Baroud (06:27,https://i.scdn.co/image/ab67616d00001e027c2a82ebb9891ed33b6736f5,Raï/Gnawa/Algerian Chaabi,"Rimitti, Cheikha",116.0
Franco Battiato,Klavier,Joe Patti's Experimental Group,Album,2014-09-16,Leoncavallo (05:40)/Le Voci Si Faranno Presenze (02:11)/Klavier (02:10)/Omaggio A Giordano Bruno (02:34)/Come Un Branco Di Lupi (06:20)/The Implicate Order (04:59)/Nel Cosmo (00:55)/CERN (04:50)/Nuba (01:23)/L'Isola Elefante (04:53)/Proprietà Proibita (04:06,https://i.scdn.co/image/ab67616d00001e020193e0cecd77f1c6e2dfdf07,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",56.0
Pharoah Sanders,Upper Egypt & Lower Egypt - Medley,Tauhid,Album,1993-01-01,Upper Egypt & Lower Egypt - Medley (16:15)/Japan (03:24)/Medley: Aum-Venus-Capricorn Rising (14:47,https://i.scdn.co/image/ab67616d00001e02dff099ea7c4774109f0f286e,Free Jazz/Jazz/Hard Bop,"Sanders, Pharoah",0.0
Arti & Mestieri,"Consapevolezza, Pt. 1",Giro di valzer per domani,Album,1975,"Valzer per domani (02:16)/Mirafiori (05:59)/Saper sentire (04:32)/Nove luna prima (00:53)/Mescal (05:15)/Mescalero (01:12)/Nove lune dopo (02:38)/Dimensione terra (01:33)/Aria pesante (03:55)/Consapevolezza, Pt. 1 (03:24)/Sagra (03:05)/Consapevolezza, Pt. 2 (01:13)/Rinuncia (02:53)/Marilyn (02:44)/Terminal (02:21",https://i.scdn.co/image/ab67616d00001e02a36a08912d141d4dfae765bd,Progressive Rock/Jazz Fusion/Krautrock/Art Rock,Arti & Mestieri,192.0
Il Balletto di Bronzo,Missione sirio 2222,Sirio 2222,Album,1970-03-21,Un posto (03:23)/Eh eh ah ah (04:03)/Neve calda (02:57)/Ma ti aspetterò (03:23)/Meditazione (03:54)/Girotondo (03:16)/Incantesimo (06:48)/Ti risveglierai con me (02:44)/Missione sirio 2222 (09:39,https://i.scdn.co/image/ab67616d00001e02f4b2cfc6f7f94898c3bab3da,Progressive Rock/Krautrock,"Balletto di Bronzo, Il",169.0
Erik Satie,"Satie / Orch. Debussy: 3 Gymnopédies: No. 1, Lent et douloureux",French Orchestral Favorites,Album,1999-06-11,"Dukas: L'apprenti sorcier: (10:28)/Debussy: Prélude à l'après-midi d'un faune, CD 87, L. 86 (10:22)/Satie / Orch. Debussy: 3 Gymnopédies: No. 3, Lent et grave (03:55)/Satie / Orch. Debussy: 3 Gymnopédies: No. 1, Lent et douloureux (04:18)/Saint-Saëns: Danse macabre, Op. 40 (07:09)/Ravel: Pavane pour une infante défunte, M. 19 (Orchestral Version) (07:17)/Mahler: Symphony No. 5 in C-Sharp Minor: II. Stürmisch bewegt, mit größter Vehemenz (12:24",https://i.scdn.co/image/ab67616d00001e02794221798cb34c69e5b7a4d4,Classical Piano/Classical,"Satie, Erik",167.0
Bobby Timmons Trio,Easy Does It,Easy Does It,Album,1961-01-01,Easy Does It (04:53)/Old Devil Moon (04:38)/A Little Busy (05:52)/(I Don't Stand) A Ghost Of A Chance (04:54)/Pretty Memory (03:32)/If You Could See Me Now (06:31)/I Thought About You (05:01)/Groovin' High (03:33,https://i.scdn.co/image/ab67616d00001e0251c2acc362089c854e42d533,Hard Bop/Jazz/Bebop,Bobby Timmons Trio,0.0
Bill Frisell,Coffaro's Theme,Bill Frisell Quartet,Album,1996-04-05,"Tales from the Far Side (06:32)/Twenty Years (02:56)/Stand Up, Sit Down (05:39)/Convict 13 (05:38)/In Deep (03:11)/Egg Radio (04:31)/The Bacon Bunch (04:27)/Prelude (01:37)/Bob's Monsters (08:46)/The Gallows (06:15)/What? (03:27)/Dead Ranch (04:28)/Coffaro's Theme (04:27",https://i.scdn.co/image/ab67616d00001e024a45857d384880ab40182945,Jazz/Jazz Fusion,"Frisell, Bill",249.0
Myrath,Shehili,Shehili,Album,2019-05-03,Asl (01:09)/Born to Survive (03:34)/You've Lost Yourself (04:52)/Dance (03:47)/Wicked Dice (04:11)/Monster in My Closet (04:49)/Lili Twil (03:46)/No Holding Back (04:42)/Stardust (04:01)/Mersal (03:43)/Darkness Arise (04:32)/Shehili (04:20,https://i.scdn.co/image/ab67616d00001e02d4dcbed2d9cbc5ac52499400,Progressive Metal/Folk Metal/Power Metal/Symphonic Metal/Melodic Metal,Myrath,225.0
Jimmy Smith,Sonnymoon For Two,Fourmost Return,Album,2001-01-01,Sonnymoon For Two (05:36)/Mood Indigo (Live) (06:15)/Ain't She Sweet (03:31)/Back At The Chicken Shack (Live) (06:36)/Organ Grinder's Swing (05:06)/Laura (10:48)/Blues For Stanley (10:25,https://i.scdn.co/image/ab67616d00001e029553d6eb78bf14db931c40dc,Hard Bop/Soul Jazz/Jazz/Jazz Blues/Jazz Funk/Cool Jazz,"Smith, Jimmy",0.0
Yes,Long Distance Runaround - 2003 Remaster,Fragile (Deluxe Edition),Album,1971-11-26,Roundabout - 2003 Remaster (08:30)/Cans and Brahms - 2003 Remaster (01:38)/We Have Heaven - 2003 Remaster (01:39)/South Side of the Sky - 2003 Remaster (07:58)/Five per Cent for Nothing - 2003 Remaster (00:35)/Long Distance Runaround - 2003 Remaster (03:30)/The Fish (Schindleria Praemeturus) - 2003 Remaster (02:38)/Mood for a Day - 2003 Remaster (03:00)/Heart of the Sunrise - 2003 Remaster (10:34)/America - 2003 Remaster (10:31)/Roundabout - Early Rough Mix (08:35,https://i.scdn.co/image/ab67616d00001e02f4174f51268699ef79fbe3da,Progressive Rock/Symphonic Rock/Art Rock/Album Rock,Yes,210.0
Haken,affinity.exe/Initiate - Live in Amsterdam 2017,L-1VE (Live in Amsterdam 2017),Album,2018-06-22,affinity.exe/Initiate - Live in Amsterdam 2017 (06:00)/In Memoriam - Live in Amsterdam 2017 (04:42)/1985 - Live in Amsterdam 2017 (09:21)/Red Giant - Live in Amsterdam 2017 (06:31)/Aquamedley - Live in Amsterdam 2017 (22:28)/As Death Embraces - Live in Amsterdam 2017 (03:51)/Atlas Stone - Live in Amsterdam 2017 (07:12)/Cockroach King - Live in Amsterdam 2017 (08:17)/The Architect - Live in Amsterdam 2017 (15:59)/The Endless Knot - Live in Amsterdam 2017 (06:34)/Visions - Live in Amsterdam 2017 (23:34,https://i.scdn.co/image/ab67616d00001e0286b11c84ac233c696dc38d50,Progressive Metal/Progressive Rock/Djent/Metal,Haken,0.0
Eric Dolphy,Miss Ann,Far Cry,Album,1962,Mrs. Parker Of K.C. (Bird's Mother) (08:01)/Ode To Charlie Parker (08:42)/Far Cry (03:53)/Miss Ann (04:15)/Left Alone (06:39)/Tenderly (04:18)/It's Magic (05:39)/Serene (06:37,https://i.scdn.co/image/ab67616d00001e0277dc791795c43bcad93b9f86,Free Jazz/Jazz/Hard Bop/Bebop/Avant-garde/Latin Jazz,"Dolphy, Eric",90.0
Rabih Abou-Khalil,Your've Loveable,The Flood and the Fate of the Fish,Album,2019-08-16,Sometimes Your've Loveable (05:51)/Walls Without Doors (05:24)/Crisp Crump Coating (06:03)/Grâos de Area (05:18)/Is There Wine? (09:51)/For George (07:27)/Kyrie (04:39)/Falso Amor (04:58)/Your've Loveable (03:13,https://i.scdn.co/image/ab67616d00001e02c98ce7e27cbb0a8bfd78184d,,"Abou-Khalil, Rabih",10.0
Eddie Vedder,Goodbye,Ukulele Songs,Album,2011-01-01,Can't Keep (02:35)/Sleeping By Myself (01:53)/Without You (03:17)/More Than You Know (02:23)/Goodbye (02:27)/Broken Heart (02:36)/Satellite (02:28)/Longing To Belong (02:38)/Hey Fahkah (00:08)/You're True (03:23)/Light Today (02:41)/Sleepless Nights (02:39)/Once In A While (01:44)/Waving Palms (00:37)/Tonight You Belong To Me (01:41)/Dream A Little Dream (01:30,https://i.scdn.co/image/ab67616d00001e028f9f739a8544bd615a8be132,Acoustic Rock,"Vedder, Eddie",93.0
Jerry Garcia,When The Hunter Gets Captured By The Game,Garcia (Compliments) (Expanded),Album,1974-06-15,Let It Rock (03:14)/When The Hunter Gets Captured By The Game (02:49)/That's What Love Will Make You Do (03:49)/Russian Lullaby (03:07)/Turn on the Bright Lights (05:37)/He Ain't Give You None (03:26)/What Goes Around (03:09)/Let's Spend The Night Together (03:41)/Mississippi Moon (03:09)/Midnight Town (03:22)/That's A Touch I Like - Bonus Track (03:40)/(I'm A) Road Runner - Bonus Track (04:10)/It's Too Late - Bonus Track (04:27)/I'll Forget You - Bonus Track (03:21)/Tragedy - Bonus Track (03:52)/Think - Bonus Track (04:12)/I Know It's A Sin - Bonus Track (02:41)/Lonesome Town - Bonus Track (06:19)/Cardiac Arrest (Studio Jam) - Bonus Track (01:39)/Back Home In Indiana - Bonus Track (07:08,https://i.scdn.co/image/ab67616d00001e0255d53e51f3821eca94a4cbb5,Bluegrass,"Garcia, Jerry",20.0
Tangerine Dream,Cloudburst Flight,Force Majeure (Remastered 2018 / Deluxe Version),Album,1979-02-01,Force Majeure (18:20)/Cloudburst Flight (07:28)/Thru Metamorphic Rocks (14:34)/Chimes And Chains (04:45,https://i.scdn.co/image/ab67616d00001e02787621c61a6dd13f8911f0cd,Krautrock/Space Music/Space Rock/New Age/Progressive Rock/Ambient,Tangerine Dream,22.0
Philip Glass,"String Quartet no. 2 ""Company"": II.",The Dublin Guitar Quartet performs Philip Glass,Album,2014-05-19,"String Quartet no. 2 ""Company"": I. (02:20)/String Quartet no. 2 ""Company"": II. (01:46)/String Quartet no. 2 ""Company"": III. (01:49)/String Quartet no. 2 ""Company"": IV. (02:16)/String Quartet no. 5: I. (01:12)/String Quartet no. 5: II. (03:01)/String Quartet no. 5: III. (06:11)/String Quartet no. 5: IV. (05:03)/String Quartet no. 5: V. (07:39)/String Quartet no. 4 ""Buczak"": I. (08:16)/String Quartet no. 4 ""Buczak"": II. (06:11)/String Quartet no. 4 ""Buczak"": III. (08:35)/String Quartet no. 3 ""Mishima"": I.1957-Award Montage. (04:17)/String Quartet no. 3 ""Mishima"": II. November 25-Ichigaya. (01:36)/String Quartet no. 3 ""Mishima"": III. 1934-Grandmother and Kimitake. (03:30)/String Quartet no. 3 ""Mishima"": IV. 1962-Body Building. (01:50)/String Quartet no. 3 ""Mishima"": V. Blood Oath. (03:32)/String Quartet no. 3 ""Mishima"": VI. Mishima/Closing. (03:39",https://i.scdn.co/image/ab67616d00001e02b6b1613b90aef472848ded75,Minimalism/Classical/Neoclassical,"Glass, Philip",43.0
Maurice Ravel,"Ma mère l'Oye, M. 60: I. Pavane de la belle au bois dormant - Lent",Ravel: Piano Music For 4 Hands,Album,1990-10-01,"Ma mère l'Oye, M. 60: I. Pavane de la belle au bois dormant - Lent (01:33)/Ma mère l'Oye, M. 60: II. Petit Poucet - Très modéré (02:51)/Ma mère l'Oye, M. 60: III. Laideronnette, impératrice des pagodes - Mouvement de Marche (03:07)/Ma mère l'Oye, M. 60: IV. Les entretiens de la belle et de la bête (03:50)/Ma mère l'Oye, M. 60: V. Le jardin féerique - Lent et grave (03:32)/Rapsodie espagnole, M. 54a: I. Prélude à la nuit - Modéré (04:08)/Rapsodie espagnole, M. 54a: II. Malagueña - Assez vif - Lent (01:55)/Rapsodie espagnole, M. 54a: III. Habanera - En demi-teinte et d'un rythme las (02:50)/Rapsodie espagnole, M. 54a: IV. Feria - Assez vif - Modéré (05:53)/Introduction et Allegro (10:59)/Boléro, M. 81b (12:40)/La Valse, M. 72a (11:22",https://i.scdn.co/image/ab67616d00001e02a76b82426d326bd1e84083a1,Classical/Classical Piano/Neoclassical,"Ravel, Maurice",0.0
Vangelis,L'enfant - Remastered,Opera sauvage (Remastered),Album,1979-01-01,Hymne - Remastered (02:44)/Rêve - Remastered (12:31)/L'enfant - Remastered (05:00)/Mouettes - Remastered (02:34)/Chromatique - Remastered (03:27)/Irlande - Remastered (04:44)/Flamants roses - Remastered (11:43,https://i.scdn.co/image/ab67616d00001e02a4823764e40c786f341bc519,New Age,Vangelis,53.0
Franco Battiato,L'Oceano Di Silenzio - 2008 Remaster,Fisiognomica (2008 Remastered Edition),Album,1988,Fisiognomica - 2008 Remaster (04:32)/E Ti Vengo A Cercare - Remastered 2008 (03:52)/Veni L'Autunnu - 2008 Remaster (03:27)/Secondo Imbrunire - 2008 Remaster (03:17)/Nomadi - Remastered (04:25)/Zai Saman - 2008 Remaster (03:52)/Il Mito Dell'Amore - 2008 Remaster (03:28)/L'Oceano Di Silenzio - 2008 Remaster (04:20,https://i.scdn.co/image/ab67616d00001e025b3665e0b6e6b41fa6044c75,Italian Singer-songwriter/Singer-songwriter,"Battiato, Franco",270.0
György Ligeti,"Musica ricercata: No. 11, Andante misurato e tranquillo","György Ligeti Edition, Vol. 3",Album,1996-12-11,"Études, Book 1: No. 1, Désordre (02:22)/Études, Book 1: No. 2, Cordes à vide (03:16)/Études, Book 1: No. 3, Touches bloquées (01:56)/Études, Book 1: No. 4, Fanfares (03:36)/Études, Book 1: No. 5, Arc-en-ciel (03:51)/Études, Book 1: No. 6, Automne à Varsovie (04:23)/Études, Book 2: No. 7, Galamb Borong (02:47)/Études, Book 2: No. 8, Fém (03:04)/Études, Book 2: No. 9, Vertige (03:02)/Études, Book 2: No. 10, Der Zauberlehrling (02:19)/Études, Book 2: No. 11, En suspens (02:06)/Études, Book 2: No. 12, Entrelacs (02:55)/Études, Book 2: No. 13, L'escalier du diable (05:17)/Études, Book 2: No. 14, Coloana infinit? (01:41)/Musica ricercata: No. 1, Sostenuto (02:42)/Musica ricercata: No. 2, Mesto, rigido e cerimoniale (03:51)/Musica ricercata: No. 3, Allegro con spirito (01:11)/Musica ricercata: No. 4, Tempo di Valse (02:17)/Musica ricercata: No. 5, Rubato. Lamentoso (03:12)/Musica ricercata: No. 6, Allegro molto capriccioso (00:49)/Musica ricercata: No. 7, Cantabile, molto legato (04:04)/Musica ricercata: No. 8, Vivace - Energico (01:15)/Musica ricercata: No. 9, Adagio - Mesto (02:15)/Musica ricercata: No. 10, Vivace - Capriccioso (01:22)/Musica ricercata: No. 11, Andante misurato e tranquillo (04:15)/Études, Book 3: No. 15, White on White (03:52",https://i.scdn.co/image/ab67616d00001e0279da6ab0a89aab8062333b22,Avant-garde,"Ligeti, György",1149.0
Jethro Tull,Bourée,"Repeat - The Best of Jethro Tull, Vol. II",Compilation,1990-07-01,Minstrel in the Gallery (04:17)/Cross-Eyed Mary (04:09)/A New Day Yesterday (04:08)/Bourée (03:46)/Thick as a Brick - Edit #4 (03:27)/War Child (04:37)/A Passion Play - Edit #9 (03:33)/To Cry You a Song (06:14)/Too Old to Rock 'n' Roll: Too Young to Die! (05:42)/Glory Row (03:33,https://i.scdn.co/image/ab67616d00001e0249fba10ef5df5b635e050389,Progressive Rock/Symphonic Rock/Art Rock/Classic Rock,Jethro Tull,84.0
Grateful Dead,"China Cat Sunflower - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",Hundred Year Hall (Live),Album,1995-09-26,"Bertha - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (05:40)/Me and My Uncle - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (03:04)/Next Time You See Me - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (04:15)/China Cat Sunflower - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (05:14)/I Know You Rider - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (05:14)/Jack Straw - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (04:46)/Big Railroad Blues - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (03:53)/Playing in the Band - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (09:20)/Turn on Your Lovelight - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (19:13)/Goin' down the Road Feeling Bad - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (07:32)/One More Saturday Night - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (05:44)/Truckin' - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (17:44)/Cryptical Envelopment - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (36:29)/Comes a Time - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (06:45)/Sugar Magnolia - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972 (07:23",https://i.scdn.co/image/ab67616d00001e02c1c53ee367fbacd25faf1dd8,Jam Band/Psychedelic Rock/Acid Rock,Grateful Dead,260.0
